variant,time_s,height_env_mean_m
direct_mlp,7.3100000000000005,0.24200761504471302
direct_mlp,7.36,0.24200820177793503
direct_mlp,7.41,0.2420092411339283
direct_mlp,7.46,0.2420116886496544
direct_mlp,7.510000000000001,0.24201451614499092
direct_mlp,7.5600000000000005,0.24201650731265545
direct_mlp,7.61,0.24201742745935917
direct_mlp,7.66,0.24201758950948715
direct_mlp,7.71,0.24201682955026627
direct_mlp,7.760000000000001,0.2420158889144659
direct_mlp,7.8100000000000005,0.24201476387679577
direct_mlp,7.86,0.24201466888189316
direct_mlp,7.91,0.2420141752809286
direct_mlp,7.96,0.24201329238712788
direct_mlp,8.01,0.24201259948313236
direct_mlp,8.06,0.24201128259301186
direct_mlp,8.110000000000001,0.24200954847037792
direct_mlp,8.16,0.2420080080628395
direct_mlp,8.21,0.24200673028826714
direct_mlp,8.26,0.24200654029846191
direct_mlp,8.31,0.24200708977878094
direct_mlp,8.360000000000001,0.2420076858252287
direct_mlp,8.41,0.2420092485845089
direct_mlp,8.46,0.2420099712908268
direct_mlp,8.51,0.24201000295579433
direct_mlp,8.56,0.24201009795069695
direct_mlp,8.610000000000001,0.24200989119708538
direct_mlp,8.66,0.24200985953211784
direct_mlp,8.71,0.2420094795525074
direct_mlp,8.76,0.2420089803636074
direct_mlp,8.81,0.24200893938541412
direct_mlp,8.860000000000001,0.2420095931738615
direct_mlp,8.91,0.24201064743101597
direct_mlp,8.96,0.24201148748397827
direct_mlp,9.01,0.24201212264597416
direct_mlp,9.06,0.2420124802738428
direct_mlp,9.110000000000001,0.2420128546655178
direct_mlp,9.16,0.242013081908226
direct_mlp,9.21,0.2420131340622902
direct_mlp,9.26,0.2420129906386137
direct_mlp,9.31,0.24201207794249058
direct_mlp,9.360000000000001,0.2420117687433958
direct_mlp,9.41,0.2420114390552044
direct_mlp,9.46,0.24201082438230515
direct_mlp,9.51,0.24201061762869358
direct_mlp,9.56,0.24201124720275402
direct_mlp,9.610000000000001,0.24201171472668648
direct_mlp,9.66,0.2420114018023014
direct_mlp,9.71,0.242011908441782
direct_mlp,9.76,0.24201267585158348
direct_mlp,9.81,0.24201288260519505
direct_mlp,9.860000000000001,0.24201214127242565
direct_mlp,9.91,0.24201109260320663
direct_mlp,9.96,0.2420101147145033
direct_mlp,10.0,0.24200941994786263
direct_transformer,0.01,0.32002710551023483
direct_transformer,0.060000000000000005,0.3197695054113865
direct_transformer,0.11,0.31734471023082733
direct_transformer,0.16,0.3118721581995487
direct_transformer,0.21,0.30413687974214554
direct_transformer,0.26,0.29595304280519485
direct_transformer,0.31,0.28804003447294235
direct_transformer,0.36,0.2794046178460121
direct_transformer,0.41,0.2673307880759239
direct_transformer,0.46,0.25966862961649895
direct_transformer,0.51,0.2608522139489651
direct_transformer,0.56,0.26231716573238373
direct_transformer,0.61,0.262349721044302
direct_transformer,0.66,0.2612495422363281
direct_transformer,0.71,0.26070041954517365
direct_transformer,0.76,0.2609390504658222
direct_transformer,0.81,0.26133789867162704
direct_transformer,0.86,0.26161741837859154
direct_transformer,0.91,0.2617860361933708
direct_transformer,0.96,0.2618618980050087
direct_transformer,1.01,0.26183829456567764
direct_transformer,1.06,0.261694710701704
direct_transformer,1.11,0.2615225873887539
direct_transformer,1.16,0.2614038325846195
direct_transformer,1.21,0.26138052344322205
direct_transformer,1.26,0.2614036202430725
direct_transformer,1.31,0.26142681017518044
direct_transformer,1.36,0.26143893226981163
direct_transformer,1.41,0.2614399157464504
direct_transformer,1.46,0.26143690943717957
direct_transformer,1.51,0.26143405586481094
direct_transformer,1.56,0.2614331841468811
direct_transformer,1.61,0.2614342160522938
direct_transformer,1.66,0.26143692061305046
direct_transformer,1.71,0.2614359110593796
direct_transformer,1.76,0.2614339031279087
direct_transformer,1.81,0.261432521045208
direct_transformer,1.86,0.26143310964107513
direct_transformer,1.91,0.2614338621497154
direct_transformer,1.96,0.2614365667104721
direct_transformer,2.0100000000000002,0.2614412494003773
direct_transformer,2.06,0.2614406906068325
direct_transformer,2.1100000000000003,0.26144110038876534
direct_transformer,2.16,0.26144003495574
direct_transformer,2.2100000000000004,0.26143838092684746
direct_transformer,2.2600000000000002,0.2614399492740631
direct_transformer,2.31,0.26144155487418175
direct_transformer,2.3600000000000003,0.2614410035312176
direct_transformer,2.41,0.26143939420580864
direct_transformer,2.4600000000000004,0.26144062727689743
direct_transformer,2.5100000000000002,0.2614389695227146
direct_transformer,2.56,0.2614378444850445
direct_transformer,2.6100000000000003,0.26143739745020866
direct_transformer,2.66,0.2614378221333027
direct_transformer,2.7100000000000004,0.26143989339470863
direct_transformer,2.7600000000000002,0.2614416778087616
direct_transformer,2.81,0.2614424265921116
direct_transformer,2.8600000000000003,0.261442668735981
direct_transformer,2.91,0.2614426873624325
direct_transformer,2.9600000000000004,0.26144351437687874
direct_transformer,3.0100000000000002,0.2614434249699116
direct_transformer,3.0600000000000005,0.26144176349043846
direct_transformer,3.1100000000000003,0.26144278794527054
direct_transformer,3.16,0.26144619658589363
direct_transformer,3.2100000000000004,0.261445127427578
direct_transformer,3.2600000000000002,0.2614467330276966
direct_transformer,3.3100000000000005,0.26145049557089806
direct_transformer,3.3600000000000003,0.26145049557089806
direct_transformer,3.41,0.2614499256014824
direct_transformer,3.4600000000000004,0.26145223528146744
direct_transformer,3.5100000000000002,0.2614503800868988
direct_transformer,3.5600000000000005,0.26144640892744064
direct_transformer,3.6100000000000003,0.26144440844655037
direct_transformer,3.66,0.26144474744796753
direct_transformer,3.7100000000000004,0.2614470086991787
direct_transformer,3.7600000000000002,0.26144951954483986
direct_transformer,3.8100000000000005,0.26145102456212044
direct_transformer,3.8600000000000003,0.26144830510020256
direct_transformer,3.91,0.26144494116306305
direct_transformer,3.9600000000000004,0.26144495233893394
direct_transformer,4.010000000000001,0.2614470161497593
direct_transformer,4.0600000000000005,0.2614454850554466
direct_transformer,4.11,0.2614473029971123
direct_transformer,4.16,0.26144833490252495
direct_transformer,4.21,0.26144662871956825
direct_transformer,4.260000000000001,0.26144255325198174
direct_transformer,4.3100000000000005,0.26144473254680634
direct_transformer,4.36,0.26144644245505333
direct_transformer,4.41,0.26144939661026
direct_transformer,4.46,0.2614550366997719
direct_transformer,4.510000000000001,0.2614550553262234
direct_transformer,4.5600000000000005,0.2614513300359249
direct_transformer,4.61,0.26144788414239883
direct_transformer,4.66,0.26144590228796005
direct_transformer,4.71,0.26144858449697495
direct_transformer,4.760000000000001,0.26145172864198685
direct_transformer,4.8100000000000005,0.26145121827721596
direct_transformer,4.86,0.2614496052265167
direct_transformer,4.91,0.2614445313811302
direct_transformer,4.96,0.26144545525312424
direct_transformer,5.010000000000001,0.2614489011466503
direct_transformer,5.0600000000000005,0.2614486441016197
direct_transformer,5.11,0.26144782826304436
direct_transformer,5.16,0.26144902035593987
direct_transformer,5.21,0.2614465020596981
direct_transformer,5.260000000000001,0.2614454999566078
direct_transformer,5.3100000000000005,0.2614488899707794
direct_transformer,5.36,0.2614508345723152
direct_transformer,5.41,0.2614511474967003
direct_transformer,5.46,0.2614501267671585
direct_transformer,5.510000000000001,0.26145049557089806
direct_transformer,5.5600000000000005,0.26145118474960327
direct_transformer,5.61,0.26145603135228157
direct_transformer,5.66,0.2614555172622204
direct_transformer,5.71,0.26145363226532936
direct_transformer,5.760000000000001,0.26144741475582123
direct_transformer,5.8100000000000005,0.26145266741514206
direct_transformer,5.86,0.2614537924528122
direct_transformer,5.91,0.2614562474191189
direct_transformer,5.96,0.2614549621939659
direct_transformer,6.010000000000001,0.2614552825689316
direct_transformer,6.0600000000000005,0.2614530622959137
direct_transformer,6.11,0.2614506892859936
direct_transformer,6.16,0.26145189255476
direct_transformer,6.21,0.2614494003355503
direct_transformer,6.260000000000001,0.2614484466612339
direct_transformer,6.3100000000000005,0.2614520713686943
direct_transformer,6.36,0.2614559642970562
direct_transformer,6.41,0.26145748049020767
direct_transformer,6.46,0.261457446962595
direct_transformer,6.510000000000001,0.2614545524120331
direct_transformer,6.5600000000000005,0.26145217567682266
direct_transformer,6.61,0.2614506706595421
direct_transformer,6.66,0.2614474818110466
direct_transformer,6.71,0.26145049184560776
direct_transformer,6.760000000000001,0.26145076751708984
direct_transformer,6.8100000000000005,0.2614539936184883
direct_transformer,6.86,0.26146264746785164
direct_transformer,6.91,0.2614614777266979
direct_transformer,6.96,0.26145481690764427
direct_transformer,7.010000000000001,0.2614527866244316
direct_transformer,7.0600000000000005,0.2614493928849697
direct_transformer,7.11,0.2614492103457451
direct_transformer,7.16,0.26144978776574135
direct_transformer,7.21,0.261456985026598
direct_transformer,7.260000000000001,0.26146038994193077
direct_transformer,7.3100000000000005,0.26145749911665916
direct_transformer,7.36,0.26145510748028755
direct_transformer,7.41,0.2614516541361809
direct_transformer,7.46,0.261453241109848
direct_transformer,7.510000000000001,0.26145539432764053
direct_transformer,7.5600000000000005,0.26145873963832855
direct_transformer,7.61,0.2614562436938286
direct_transformer,7.66,0.2614527866244316
direct_transformer,7.71,0.2614528499543667
direct_transformer,7.760000000000001,0.2614566646516323
direct_transformer,7.8100000000000005,0.26146015897393227
direct_transformer,7.86,0.26145873591303825
direct_transformer,7.91,0.26145394146442413
direct_transformer,7.96,0.2614535428583622
direct_transformer,8.01,0.26145290583372116
direct_transformer,8.06,0.2614538371562958
direct_transformer,8.110000000000001,0.26145655289292336
direct_transformer,8.16,0.26145486906170845
direct_transformer,8.21,0.2614533491432667
direct_transformer,8.26,0.2614501118659973
direct_transformer,8.31,0.2614506669342518
direct_transformer,8.360000000000001,0.26145298033952713
direct_transformer,8.41,0.26145416125655174
direct_transformer,8.46,0.26145363971590996
direct_transformer,8.51,0.2614535801112652
direct_transformer,8.56,0.2614561356604099
direct_transformer,8.610000000000001,0.2614607959985733
direct_transformer,8.66,0.2614591233432293
direct_transformer,8.71,0.2614558972418308
direct_transformer,8.76,0.261454064399004
direct_transformer,8.81,0.2614552937448025
direct_transformer,8.860000000000001,0.2614596374332905
direct_transformer,8.91,0.26145918667316437
direct_transformer,8.96,0.26145895570516586
direct_transformer,9.01,0.26145919412374496
direct_transformer,9.06,0.2614590413868427
direct_transformer,9.110000000000001,0.261456873267889
direct_transformer,9.16,0.2614544704556465
direct_transformer,9.21,0.2614509277045727
direct_transformer,9.26,0.2614504508674145
direct_transformer,9.31,0.26145270094275475
direct_transformer,9.360000000000001,0.261455774307251
direct_transformer,9.41,0.2614564001560211
direct_transformer,9.46,0.26146096363663673
direct_transformer,9.51,0.2614596001803875
direct_transformer,9.56,0.2614559940993786
direct_transformer,9.610000000000001,0.2614554464817047
direct_transformer,9.66,0.261457908898592
direct_transformer,9.71,0.26146021112799644
direct_transformer,9.76,0.2614609971642494
direct_transformer,9.81,0.26146412268280983
direct_transformer,9.860000000000001,0.2614614851772785
direct_transformer,9.91,0.2614618018269539
direct_transformer,9.96,0.2614593654870987
direct_transformer,10.0,0.2614574320614338
velocity_mlp,0.01,0.31936880946159363
velocity_mlp,0.060000000000000005,0.30725543946027756
velocity_mlp,0.11,0.28996841609477997
velocity_mlp,0.16,0.27697207778692245
velocity_mlp,0.21,0.27232249453663826
velocity_mlp,0.26,0.27525391057133675
velocity_mlp,0.31,0.2819747179746628
velocity_mlp,0.36,0.2881951667368412
velocity_mlp,0.41,0.29104211181402206
velocity_mlp,0.46,0.2895752377808094
velocity_mlp,0.51,0.2841479294002056
velocity_mlp,0.56,0.27511897310614586
velocity_mlp,0.61,0.2614596001803875
velocity_mlp,0.66,0.2511906810104847
velocity_mlp,0.71,0.25452448800206184
velocity_mlp,0.76,0.25619928538799286
velocity_mlp,0.81,0.2550389766693115
velocity_mlp,0.86,0.2522006519138813
velocity_mlp,0.91,0.24892177619040012
velocity_mlp,0.96,0.24622882530093193
velocity_mlp,1.01,0.24469971470534801
velocity_mlp,1.06,0.24439691007137299
velocity_mlp,1.11,0.24498894810676575
velocity_mlp,1.16,0.24598603323101997
velocity_mlp,1.21,0.24695067293941975
velocity_mlp,1.26,0.24761465564370155
velocity_mlp,1.31,0.24789329431951046
velocity_mlp,1.36,0.24784295447170734
velocity_mlp,1.41,0.24759315885603428
velocity_mlp,1.46,0.2472849953919649
velocity_mlp,1.51,0.24702687375247478
velocity_mlp,1.56,0.24687578715384007
velocity_mlp,1.61,0.24683819338679314
velocity_mlp,1.66,0.24688446521759033
velocity_mlp,1.71,0.24697240069508553
velocity_mlp,1.76,0.24706226214766502
velocity_mlp,1.81,0.24712834134697914
velocity_mlp,1.86,0.24716025404632092
velocity_mlp,1.91,0.24716013297438622
velocity_mlp,1.96,0.24713933281600475
velocity_mlp,2.0100000000000002,0.24711094610393047
velocity_mlp,2.06,0.24708612821996212
velocity_mlp,2.1100000000000003,0.24707022868096828
velocity_mlp,2.16,0.24706446006894112
velocity_mlp,2.2100000000000004,0.24706714786589146
velocity_mlp,2.2600000000000002,0.24707459285855293
velocity_mlp,2.31,0.2470828741788864
velocity_mlp,2.3600000000000003,0.2470893319696188
velocity_mlp,2.41,0.2470923326909542
velocity_mlp,2.4600000000000004,0.24709269776940346
velocity_mlp,2.5100000000000002,0.24709160067141056
velocity_mlp,2.56,0.24709006398916245
velocity_mlp,2.6100000000000003,0.24708816222846508
velocity_mlp,2.66,0.2470871675759554
velocity_mlp,2.7100000000000004,0.24708648025989532
velocity_mlp,2.7600000000000002,0.24708638712763786
velocity_mlp,2.81,0.24708634614944458
velocity_mlp,2.8600000000000003,0.24708656407892704
velocity_mlp,2.91,0.24708756245672703
velocity_mlp,2.9600000000000004,0.24708818458020687
velocity_mlp,3.0100000000000002,0.2470890898257494
velocity_mlp,3.0600000000000005,0.2470900285989046
velocity_mlp,3.1100000000000003,0.24709039740264416
velocity_mlp,3.16,0.24708985723555088
velocity_mlp,3.2100000000000004,0.24708942137658596
velocity_mlp,3.2600000000000002,0.2470893356949091
velocity_mlp,3.3100000000000005,0.24708939902484417
velocity_mlp,3.3600000000000003,0.2470898050814867
velocity_mlp,3.41,0.24708936922252178
velocity_mlp,3.4600000000000004,0.24708853475749493
velocity_mlp,3.5100000000000002,0.24708871729671955
velocity_mlp,3.5600000000000005,0.24708912335336208
velocity_mlp,3.6100000000000003,0.24708866700530052
velocity_mlp,3.66,0.24708810821175575
velocity_mlp,3.7100000000000004,0.24708791263401508
velocity_mlp,3.7600000000000002,0.24708760529756546
velocity_mlp,3.8100000000000005,0.24708779342472553
velocity_mlp,3.8600000000000003,0.24708759412169456
velocity_mlp,3.91,0.24708759784698486
velocity_mlp,3.9600000000000004,0.2470880150794983
velocity_mlp,4.010000000000001,0.24708757735788822
velocity_mlp,4.0600000000000005,0.24708752147853374
velocity_mlp,4.11,0.24708771705627441
velocity_mlp,4.16,0.24708809331059456
velocity_mlp,4.21,0.2470884844660759
velocity_mlp,4.260000000000001,0.2470887191593647
velocity_mlp,4.3100000000000005,0.2470894381403923
velocity_mlp,4.36,0.24708844348788261
velocity_mlp,4.41,0.2470885831862688
velocity_mlp,4.46,0.24708757176995277
velocity_mlp,4.510000000000001,0.2470861915498972
velocity_mlp,4.5600000000000005,0.24708556197583675
velocity_mlp,4.61,0.24708587117493153
velocity_mlp,4.66,0.24708648771047592
velocity_mlp,4.71,0.24708740785717964
velocity_mlp,4.760000000000001,0.24708844162523746
velocity_mlp,4.8100000000000005,0.2470890674740076
velocity_mlp,4.86,0.24708985164761543
velocity_mlp,4.91,0.24708965606987476
velocity_mlp,4.96,0.24708952568471432
velocity_mlp,5.010000000000001,0.24708912707865238
velocity_mlp,5.0600000000000005,0.24708916805684566
velocity_mlp,5.11,0.24708887189626694
velocity_mlp,5.16,0.24708861485123634
velocity_mlp,5.21,0.2470873761922121
velocity_mlp,5.260000000000001,0.24708745256066322
velocity_mlp,5.3100000000000005,0.24708805233240128
velocity_mlp,5.36,0.24708905816078186
velocity_mlp,5.41,0.2470893431454897
velocity_mlp,5.46,0.24708930030465126
velocity_mlp,5.510000000000001,0.24708920158445835
velocity_mlp,5.5600000000000005,0.24708900228142738
velocity_mlp,5.61,0.24708843976259232
velocity_mlp,5.66,0.24708769470453262
velocity_mlp,5.71,0.24708739295601845
velocity_mlp,5.760000000000001,0.24708740785717964
velocity_mlp,5.8100000000000005,0.24708766862750053
velocity_mlp,5.86,0.24708820320665836
velocity_mlp,5.91,0.2470885757356882
velocity_mlp,5.96,0.24708794802427292
velocity_mlp,6.010000000000001,0.24708768911659718
velocity_mlp,6.0600000000000005,0.24708725325763226
velocity_mlp,6.11,0.24708722159266472
velocity_mlp,6.16,0.2470874786376953
velocity_mlp,6.21,0.2470877282321453
velocity_mlp,6.260000000000001,0.247088223695755
velocity_mlp,6.3100000000000005,0.24708802998065948
velocity_mlp,6.36,0.24708843417465687
velocity_mlp,6.41,0.24708892591297626
velocity_mlp,6.46,0.24708926677703857
velocity_mlp,6.510000000000001,0.24708965234458447
velocity_mlp,6.5600000000000005,0.2470899112522602
velocity_mlp,6.61,0.2470896765589714
velocity_mlp,6.66,0.24708932638168335
velocity_mlp,6.71,0.2470883745700121
velocity_mlp,6.760000000000001,0.2470883782953024
velocity_mlp,6.8100000000000005,0.24708842672407627
velocity_mlp,6.86,0.2470881473273039
velocity_mlp,6.91,0.24708775244653225
velocity_mlp,6.96,0.24708765372633934
velocity_mlp,7.010000000000001,0.24708827957510948
velocity_mlp,7.0600000000000005,0.24708931148052216
velocity_mlp,7.11,0.2470897790044546
velocity_mlp,7.16,0.2470893543213606
velocity_mlp,7.21,0.24708916805684566
velocity_mlp,7.260000000000001,0.24708890914916992
velocity_mlp,7.3100000000000005,0.2470878977328539
velocity_mlp,7.36,0.24708677269518375
velocity_mlp,7.41,0.24708696454763412
velocity_mlp,7.46,0.2470866646617651
velocity_mlp,7.510000000000001,0.24708659201860428
velocity_mlp,7.5600000000000005,0.24708731658756733
velocity_mlp,7.61,0.24708752520382404
velocity_mlp,7.66,0.24708738550543785
velocity_mlp,7.71,0.24708755873143673
velocity_mlp,7.760000000000001,0.24708793126046658
velocity_mlp,7.8100000000000005,0.247087761759758
velocity_mlp,7.86,0.2470870092511177
velocity_mlp,7.91,0.2470867596566677
velocity_mlp,7.96,0.24708713963627815
velocity_mlp,8.01,0.2470884695649147
velocity_mlp,8.06,0.24708959832787514
velocity_mlp,8.110000000000001,0.2470902856439352
velocity_mlp,8.16,0.2470904476940632
velocity_mlp,8.21,0.24708986096084118
velocity_mlp,8.26,0.2470893505960703
velocity_mlp,8.31,0.24708856269717216
velocity_mlp,8.360000000000001,0.24708813056349754
velocity_mlp,8.41,0.24708836153149605
velocity_mlp,8.46,0.24708864651620388
velocity_mlp,8.51,0.24708816409111023
velocity_mlp,8.56,0.24708855710923672
velocity_mlp,8.610000000000001,0.2470883261412382
velocity_mlp,8.66,0.24708841927349567
velocity_mlp,8.71,0.24708927981555462
velocity_mlp,8.76,0.24708969704806805
velocity_mlp,8.81,0.24708998762071133
velocity_mlp,8.860000000000001,0.2470896728336811
velocity_mlp,8.91,0.2470894753932953
velocity_mlp,8.96,0.24708932265639305
velocity_mlp,9.01,0.2470885831862688
velocity_mlp,9.06,0.24708798341453075
velocity_mlp,9.110000000000001,0.24708785489201546
velocity_mlp,9.16,0.24708792008459568
velocity_mlp,9.21,0.24708879180252552
velocity_mlp,9.26,0.24708940088748932
velocity_mlp,9.31,0.24709045141935349
velocity_mlp,9.360000000000001,0.24709188379347324
velocity_mlp,9.41,0.24709230475127697
velocity_mlp,9.46,0.24709143117070198
velocity_mlp,9.51,0.24709021113812923
velocity_mlp,9.56,0.24708963185548782
velocity_mlp,9.610000000000001,0.2470883708447218
velocity_mlp,9.66,0.24708792194724083
velocity_mlp,9.71,0.24708774499595165
velocity_mlp,9.76,0.2470883671194315
velocity_mlp,9.81,0.2470888588577509
velocity_mlp,9.860000000000001,0.24708916805684566
velocity_mlp,9.91,0.2470897100865841
velocity_mlp,9.96,0.24708965606987476
velocity_mlp,10.0,0.2470896877348423
