variant,training_seed,scenario,evaluation_seed,height_command_m,height_signed_bias_mm,height_within_episode_std_mm,vx_signed_error_m_s,wz_signed_error_rad_s,height_full_interval_mae_mm,planar_speed_full_interval_m_s,tilt_full_interval_rad,nonwheel_netforce_full_interval_N,vx_full_interval_mae_m_s,wz_full_interval_mae_rad_s,terminated_count,truncated_count,done_count,steady_coverage,steady_samples,steady_segments,short_segments,short_retained_samples,reward_mean_diagnostic,leg_target_derivative_rms_rad_s,wheel_target_derivative_rms_rad_s2,leg_effort_derivative_rms_Nm_s,wheel_effort_derivative_rms_Nm_s
time_attention,1022,turn_right,301,0.3,-123.19622195847103,0.5586584412986372,0.0014678339277761731,0.9988096271573736,120.95252609811723,0.011962880196944753,0.1736752665496897,111.5513124499321,0.010851019086235737,0.9990867139995098,0,8,8,0.8995,14392,8,8,0,0.018645009971380206,0.0006616217411837893,0.012932846564883355,1.1790837904957234,0.41562696544952143
time_attention,1033,stand_low,301,0.28,-21.18220413647272,0.03839219080932659,0.0023053716389608192,-0.0015185800598240067,21.15750167518854,0.01958357085150419,0.19527120499615558,1686.219276824951,0.008961968232137678,0.028362224420765414,0,8,8,0.8995,14392,8,8,0,0.04035500546917319,0.0196164373410391,0.44270465424637334,20.180593143724522,11.923778735240722
time_attention,1033,stand_mid,301,0.3,-41.87410012541911,0.3469059145696063,-0.011969117151128392,-0.07625932690698217,41.63976466096938,0.024376379681832986,0.22108263538917527,1615.4399292297364,0.018896197940790442,0.08658813235373236,0,8,8,0.8995,14392,8,8,0,0.030343490545870735,0.04987604735224023,0.6145643438849216,21.22831543038921,24.27355840708036
time_attention,1033,stand_high,301,0.32,-62.02126444711363,0.07210924279382296,-0.03313617498029943,-0.18651984722817888,61.68942178040743,0.03790807621539352,0.22833907293039374,1582.118406955719,0.03653709107727627,0.19312315819658396,0,8,8,0.8995,14392,8,8,0,0.02670903531915974,0.024633448068227867,0.23835248710189866,7.741016147232804,9.132043817333853
time_attention,1033,forward,301,0.3,-40.73893089155942,0.04343387227166281,-0.4941585430727362,0.0171641631331709,40.49578354135156,0.021404288933132194,0.18400065626495052,1287.5653735694884,0.4967433647811413,0.03379586271107837,0,8,8,0.8995,14392,8,8,0,0.019197377475036775,0.02048744729618232,0.44959213340596316,20.858453143723665,11.387903116447228
time_attention,1033,reverse,301,0.3,-43.05394068194666,0.3173733317547639,0.45443454965650865,-0.21413548971050578,42.79876641090959,0.05067478284315439,0.25781718908855694,1485.8235432014465,0.4520440658740699,0.22194527481059775,0,8,8,0.8995,14392,8,8,0,0.017005954402615316,0.14117527108962633,1.435341833530764,30.78198434032567,77.77047028627
time_attention,1033,turn_left,301,0.3,-46.77823214290074,0.24162572079107636,0.19465669320110426,0.0006121488918590186,46.525070609524846,0.2029333507358533,0.3537063251528889,1516.3191131744384,0.19341659041069215,0.04941161794215441,0,8,8,0.8995,14392,8,8,0,0.023894299177336507,0.07377038527600406,1.1912211234952887,31.51945112610652,53.28570552284526
time_attention,1033,turn_right,301,0.3,-44.14657270406404,0.2826323764074386,-0.27708950405396837,-0.382609573253464,43.9273016564548,0.2851511133718304,0.28917095994378905,1034.0880285758972,0.2774697980717756,0.3952375496327877,0,8,8,0.8995,14392,8,8,0,0.019198749863935518,0.09200019623502717,1.2476568048448555,49.26968659789598,103.9789662946278
index_attention,1011,stand_low,301,0.28,-103.00976280361132,0.017289857704949178,0.00010221864370405356,0.0033058787481663426,102.4426042791456,0.003675674079452847,0.05647535698791035,79.55120555496215,0.002678406531186397,0.01313460059469071,0,8,8,0.8995,14392,8,8,0,0.029789623894321268,0.001062289098774452,0.009364216509156592,0.9854206350344412,1.5693360299796173
index_attention,1011,stand_mid,301,0.3,-122.98437290560408,0.006054745881968759,0.00025105018918208016,0.0029658516982577618,122.28314115293324,0.0037239173272319024,0.05677455050940625,81.94862528944016,0.002828921991765014,0.012589481315508237,0,8,8,0.8995,14392,8,8,0,0.029800740033912008,0.0003093082750245318,0.0027411221648866954,0.5892078687966804,0.5359120418642511
index_attention,1011,stand_high,301,0.32,-143.08523695363047,0.002061267688353027,0.0004672170726661928,0.0014133300025013986,142.3085030959919,0.0037335664635697865,0.055582082950510085,84.90247780179978,0.00314962610816319,0.01070457147030956,0,8,8,0.8995,14392,8,8,0,0.029796336018131114,0.00021393081630741875,0.0019246909898232615,0.6965040403418771,0.3058179133820121
index_attention,1011,forward,301,0.3,-123.4384935200132,0.002063710141588596,-0.49972189826815255,0.0012649880504913577,122.71842187549919,0.004638787738477191,0.04915461049322039,77.23492275178432,0.49817643158882857,0.011057523754362777,0,8,8,0.8995,14392,8,8,0,0.01728330604040093,0.0009020588900082167,0.008402368640121635,0.4617913013076751,1.003310991509782
index_attention,1011,reverse,301,0.3,-124.27155335142318,0.03658269280580636,0.5004504697108484,0.0027149068006617942,123.55270313005894,0.003512393410258056,0.0408368960886728,73.07193979167938,0.5009919137302786,0.01063331370696062,0,8,8,0.8995,14392,8,8,0,0.017254948430868354,0.0009924103657402395,0.009200907646417593,1.7173452725902385,2.4051578256577844
index_attention,1011,turn_left,301,0.3,-124.53771202000333,0.0022294177635911946,0.00013454198035349623,-0.997638808481557,123.82371684256941,0.003577181096554341,0.0382202807480935,78.62653639030457,0.0027018598489365786,0.9952589938826859,0,8,8,0.8995,14392,8,8,0,0.020149853418173734,0.0006031795642528733,0.005988097728291615,0.8703626588970261,1.6846191381728697
index_attention,1011,turn_right,301,0.3,-118.27270946195719,0.0001665739560919019,-0.00030242581416847715,1.0016401575349185,117.58764401171356,0.004908522716001698,0.11871113251242786,89.03900119233131,0.0035876969749329248,1.003294301379472,0,8,8,0.8995,14392,8,8,0,0.01964381164999213,7.592086266035352e-05,0.000692677666293294,0.1568641569814061,0.07760265818995712
index_attention,1022,stand_low,301,0.28,-58.232764805097126,0.013141587215381232,-0.0006678276851851333,-8.938613211922993e-05,53.67406837455928,0.013237559240911651,0.3332354343289044,57.26149705076217,0.011206712326666092,0.02461765274418076,0,8,8,0.8995,14392,8,8,0,0.026950687640608522,0.0032148644198754044,0.03940052795983708,0.47124084961430723,0.4165171453761122
index_attention,1022,stand_mid,301,0.3,-79.1050440457346,0.0002449743375296688,-0.0008291182390958497,-0.00011770132989761455,74.79252381436527,0.013477306298056647,0.327855302048265,56.48292647695541,0.011545172393085522,0.02409980224534138,0,8,8,0.8995,14392,8,8,0,0.026031620799622034,0.0003511325400204144,0.004842221404835885,0.11758461412149367,0.2478762553009996
index_attention,1022,stand_high,301,0.32,-100.26203464196912,0.00026979708648483704,-0.0007077332301155248,-0.00015145001472962377,96.63258399255574,0.013416738004654689,0.3203113437729189,55.80412568759918,0.011509066223248737,0.022286286445411634,0,8,8,0.8995,14392,8,8,0,0.025598348888917825,0.00029949946510802637,0.004086313805581422,0.12712886009119823,0.2235077596310411
index_attention,1022,forward,301,0.3,-19.189812093890318,0.02401268458766927,-0.47891841513446937,0.14656461787934497,19.132104313001037,0.025529847938392778,0.4849636410893872,76.34108138370514,0.4805841285847127,0.14827600518293912,0,8,8,0.8995,14392,8,8,0,0.021430923144129338,0.0010976928400170506,0.01645025645455499,1.6120756542617425,5.224896715674323
index_attention,1022,reverse,301,0.3,-81.42664661737635,0.0007921676232010543,0.4993808638757969,5.8869167512675384e-05,79.13624135032296,0.012719299789526715,0.31285110555356366,58.81458524632454,0.49084285893663765,0.01841469170522629,0,8,8,0.8995,14392,8,8,0,0.013831579406367383,0.000882840077415574,0.011186674506649607,0.28241880935531044,1.6161442076719825
