stage,variant,train_seed,height,status,metric,value,n,mean,sample_std
stage-b,lr3e5_head01,33,,completed,optimization.first_update.loss,0.02383990923408419,,,
stage-b,lr3e5_head01,33,,completed,optimization.first_update.auxiliary_loss,0.0,,,
stage-b,lr3e5_head01,33,,completed,optimization.first_update.auxiliary_coef,0.0,,,
stage-b,lr3e5_head01,33,,completed,optimization.first_update.grad_norm,1.7572637647390366,,,
stage-b,lr3e5_head01,33,,completed,optimization.first_update.optimizer_steps,8,,,
stage-b,lr3e5_head01,33,,completed,optimization.first_update.planned_optimizer_steps,8,,,
stage-b,lr3e5_head01,33,,completed,optimization.first_update.sample_count,32768,,,
stage-b,lr3e5_head01,33,,completed,optimization.first_update.early_stopped,False,,,
stage-b,lr3e5_head01,33,,completed,optimization.first_update.stop_kl,0.0,,,
stage-b,lr3e5_head01,33,,completed,optimization.first_update.initial_mean_abs,0.04666945928548334,,,
stage-b,lr3e5_head01,33,,completed,optimization.first_update.initial_std_mean,0.20000000298023224,,,
stage-b,lr3e5_head01,33,,completed,optimization.first_update.initial_std_min,0.20000000298023224,,,
stage-b,lr3e5_head01,33,,completed,optimization.first_update.initial_std_max,0.20000000298023224,,,
stage-b,lr3e5_head01,33,,completed,optimization.first_update.first_step_kl,0.0002371696931183855,,,
stage-b,lr3e5_head01,33,,completed,optimization.first_update.first_step_mean_kl,0.00023716427473824596,,,
stage-b,lr3e5_head01,33,,completed,optimization.first_update.first_step_std_kl,5.41838013953783e-09,,,
stage-b,lr3e5_head01,33,,completed,optimization.first_update.first_step_mean_change_rms,0.0017782111097801214,,,
stage-b,lr3e5_head01,33,,completed,optimization.first_update.first_step_normalized_mean_change_rms,0.008891055416413557,,,
stage-b,lr3e5_head01,33,,completed,optimization.first_update.final_kl,0.005206767955588712,,,
stage-b,lr3e5_head01,33,,completed,optimization.first_update.final_mean_kl,0.005206677194112323,,,
stage-b,lr3e5_head01,33,,completed,optimization.first_update.final_std_kl,9.07614763886048e-08,,,
stage-b,lr3e5_head01,33,,completed,optimization.first_update.final_mean_change_rms,0.00833218381339036,,,
stage-b,lr3e5_head01,33,,completed,optimization.first_update.final_std_mean,0.1999893213311831,,,
stage-b,lr3e5_head01,33,,completed,optimization.last_update.actor_loss,-0.0005403423856478184,,,
stage-b,lr3e5_head01,33,,completed,optimization.last_update.value_loss,0.0033411017211619765,,,
stage-b,lr3e5_head01,33,,completed,optimization.last_update.entropy,-1.129219427704811,,,
stage-b,lr3e5_head01,33,,completed,optimization.last_update.kl,0.0007970581755216699,,,
stage-b,lr3e5_head01,33,,completed,optimization.last_update.clip_fraction,0.000244140625,,,
stage-b,lr3e5_head01,33,,completed,optimization.last_update.loss,0.008446856285445392,,,
stage-b,lr3e5_head01,33,,completed,optimization.last_update.auxiliary_loss,0.0,,,
stage-b,lr3e5_head01,33,,completed,optimization.last_update.auxiliary_coef,0.0,,,
stage-b,lr3e5_head01,33,,completed,optimization.last_update.grad_norm,1.563643790781498,,,
stage-b,lr3e5_head01,33,,completed,optimization.last_update.optimizer_steps,8,,,
stage-b,lr3e5_head01,33,,completed,optimization.last_update.planned_optimizer_steps,8,,,
stage-b,lr3e5_head01,33,,completed,optimization.last_update.sample_count,32768,,,
stage-b,lr3e5_head01,33,,completed,optimization.last_update.early_stopped,False,,,
stage-b,lr3e5_head01,33,,completed,optimization.last_update.stop_kl,0.0,,,
stage-b,lr3e5_head01,33,,completed,optimization.last_update.initial_mean_abs,0.3824136993700904,,,
stage-b,lr3e5_head01,33,,completed,optimization.last_update.initial_std_mean,0.20045769959688187,,,
stage-b,lr3e5_head01,33,,completed,optimization.last_update.initial_std_min,0.20020078122615814,,,
stage-b,lr3e5_head01,33,,completed,optimization.last_update.initial_std_max,0.20063777267932892,,,
stage-b,lr3e5_head01,33,,completed,optimization.last_update.first_step_kl,4.632548427451721e-05,,,
stage-b,lr3e5_head01,33,,completed,optimization.last_update.first_step_mean_kl,4.6324952649754396e-05,,,
stage-b,lr3e5_head01,33,,completed,optimization.last_update.first_step_std_kl,5.316247628164652e-10,,,
stage-b,lr3e5_head01,33,,completed,optimization.last_update.first_step_mean_change_rms,0.0007875077172177043,,,
stage-b,lr3e5_head01,33,,completed,optimization.last_update.first_step_normalized_mean_change_rms,0.003929576085091341,,,
stage-b,lr3e5_head01,33,,completed,optimization.last_update.final_kl,0.00300834188783606,,,
stage-b,lr3e5_head01,33,,completed,optimization.last_update.final_mean_kl,0.0030083095776443276,,,
stage-b,lr3e5_head01,33,,completed,optimization.last_update.final_std_kl,3.231019173268298e-08,,,
stage-b,lr3e5_head01,33,,completed,optimization.last_update.final_mean_change_rms,0.006345419742013647,,,
stage-b,lr3e5_head01,33,,completed,optimization.last_update.final_std_mean,0.20046334713697433,,,
stage-b,lr3e5_head01,33,,completed,optimization.step_utilization,1.0,,,
stage-b,lr3e5_head01,44,,completed,learning_rate,3e-05,,,
stage-b,lr3e5_head01,44,,completed,mean_init_scale,0.1,,,
stage-b,lr3e5_head01,44,,completed,initial_std,0.2,,,
stage-b,lr3e5_head01,44,,completed,sampled_training_rss_peak_mib,4739.1953125,,,
stage-b,lr3e5_head01,44,,completed,optimization.updates_observed,80,,,
stage-b,lr3e5_head01,44,,completed,optimization.actual_optimizer_steps,640,,,
stage-b,lr3e5_head01,44,,completed,optimization.planned_optimizer_steps,640,,,
stage-b,lr3e5_head01,44,,completed,optimization.early_stopped_updates,0,,,
stage-b,lr3e5_head01,44,,completed,optimization.first_update.actor_loss,-0.001170518808066845,,,
stage-b,lr3e5_head01,44,,completed,optimization.first_update.value_loss,0.016677914769388735,,,
stage-b,lr3e5_head01,44,,completed,optimization.first_update.entropy,-1.142848864197731,,,
stage-b,lr3e5_head01,44,,completed,optimization.first_update.kl,0.002270978886372177,,,
stage-b,lr3e5_head01,44,,completed,optimization.first_update.clip_fraction,0.01324462890625,,,
stage-b,lr3e5_head01,44,,completed,optimization.first_update.loss,0.021221640694420785,,,
stage-b,lr3e5_head01,44,,completed,optimization.first_update.auxiliary_loss,0.0,,,
stage-b,lr3e5_head01,44,,completed,optimization.first_update.auxiliary_coef,0.0,,,
stage-b,lr3e5_head01,44,,completed,optimization.first_update.grad_norm,1.5153412520885468,,,
stage-b,lr3e5_head01,44,,completed,optimization.first_update.optimizer_steps,8,,,
stage-b,lr3e5_head01,44,,completed,optimization.first_update.planned_optimizer_steps,8,,,
stage-b,lr3e5_head01,44,,completed,optimization.first_update.sample_count,32768,,,
stage-b,lr3e5_head01,44,,completed,optimization.first_update.early_stopped,False,,,
stage-b,lr3e5_head01,44,,completed,optimization.first_update.stop_kl,0.0,,,
stage-b,lr3e5_head01,44,,completed,optimization.first_update.initial_mean_abs,0.05065316802702331,,,
stage-b,lr3e5_head01,44,,completed,optimization.first_update.initial_std_mean,0.20000000298023224,,,
stage-b,lr3e5_head01,44,,completed,optimization.first_update.initial_std_min,0.20000000298023224,,,
stage-b,lr3e5_head01,44,,completed,optimization.first_update.initial_std_max,0.20000000298023224,,,
stage-b,lr3e5_head01,44,,completed,optimization.first_update.first_step_kl,0.0003275991973313389,,,
stage-b,lr3e5_head01,44,,completed,optimization.first_update.first_step_mean_kl,0.00032759381510572645,,,
stage-b,lr3e5_head01,44,,completed,optimization.first_update.first_step_std_kl,5.382225612438898e-09,,,
stage-b,lr3e5_head01,44,,completed,optimization.first_update.first_step_mean_change_rms,0.0020900189756921633,,,
stage-b,lr3e5_head01,44,,completed,optimization.first_update.first_step_normalized_mean_change_rms,0.01045009472274227,,,
stage-b,lr3e5_head01,44,,completed,optimization.first_update.final_kl,0.0045729429913567215,,,
stage-b,lr3e5_head01,44,,completed,optimization.first_update.final_mean_kl,0.004572894624081038,,,
stage-b,lr3e5_head01,44,,completed,optimization.first_update.final_std_kl,4.836727568342708e-08,,,
stage-b,lr3e5_head01,44,,completed,optimization.first_update.final_mean_change_rms,0.0078083793145944606,,,
stage-b,lr3e5_head01,44,,completed,optimization.first_update.final_std_mean,0.20000059902668,,,
stage-b,lr3e5_head01,44,,completed,optimization.last_update.actor_loss,-0.0009662025840952992,,,
stage-b,lr3e5_head01,44,,completed,optimization.last_update.value_loss,0.003377041866770014,,,
stage-b,lr3e5_head01,44,,completed,optimization.last_update.entropy,-1.1280102580785751,,,
stage-b,lr3e5_head01,44,,completed,optimization.last_update.kl,0.0012229546055095852,,,
stage-b,lr3e5_head01,44,,completed,optimization.last_update.clip_fraction,0.002838134765625,,,
stage-b,lr3e5_head01,44,,completed,optimization.last_update.loss,0.008050890523009002,,,
stage-b,lr3e5_head01,44,,completed,optimization.last_update.auxiliary_loss,0.0,,,
stage-b,lr3e5_head01,44,,completed,optimization.last_update.auxiliary_coef,0.0,,,
stage-b,lr3e5_head01,44,,completed,optimization.last_update.grad_norm,1.492852434515953,,,
stage-b,lr3e5_head01,44,,completed,optimization.last_update.optimizer_steps,8,,,
stage-b,lr3e5_head01,44,,completed,optimization.last_update.planned_optimizer_steps,8,,,
stage-b,lr3e5_head01,44,,completed,optimization.last_update.sample_count,32768,,,
stage-b,lr3e5_head01,44,,completed,optimization.last_update.early_stopped,False,,,
stage-b,lr3e5_head01,44,,completed,optimization.last_update.stop_kl,0.0,,,
stage-b,lr3e5_head01,44,,completed,optimization.last_update.initial_mean_abs,0.33400474120712076,,,
stage-b,lr3e5_head01,44,,completed,optimization.last_update.initial_std_mean,0.20049643764893213,,,
stage-b,lr3e5_head01,44,,completed,optimization.last_update.initial_std_min,0.20021146535873413,,,
stage-b,lr3e5_head01,44,,completed,optimization.last_update.initial_std_max,0.2008681297302246,,,
stage-b,lr3e5_head01,44,,completed,optimization.last_update.first_step_kl,7.316177952326251e-05,,,
stage-b,lr3e5_head01,44,,completed,optimization.last_update.first_step_mean_kl,7.316122715983108e-05,,,
stage-b,lr3e5_head01,44,,completed,optimization.last_update.first_step_std_kl,5.523634314359509e-10,,,
stage-b,lr3e5_head01,44,,completed,optimization.last_update.first_step_mean_change_rms,0.0009906621608813007,,,
stage-b,lr3e5_head01,44,,completed,optimization.last_update.first_step_normalized_mean_change_rms,0.004938353272790426,,,
stage-b,lr3e5_head01,44,,completed,optimization.last_update.final_kl,0.004610801705246047,,,
stage-b,lr3e5_head01,44,,completed,optimization.last_update.final_mean_kl,0.004610757796591369,,,
stage-b,lr3e5_head01,44,,completed,optimization.last_update.final_std_kl,4.390865467758905e-08,,,
stage-b,lr3e5_head01,44,,completed,optimization.last_update.final_mean_change_rms,0.007862824283000539,,,
stage-b,lr3e5_head01,44,,completed,optimization.last_update.final_std_mean,0.20050691564877826,,,
stage-b,lr3e5_head01,44,,completed,optimization.step_utilization,1.0,,,
stage-a,std_01,11,0.3,completed,height_abs_error,0.10705899049527944,,,
stage-a,std_01,11,0.3,completed,non_wheel_net_force,54.026668735345204,,,
stage-a,std_01,11,0.3,completed,planar_speed,0.23322395473951474,,,
stage-a,std_01,11,0.3,completed,vx_abs_error,0.22280327646217,,,
stage-a,std_01,11,0.3,completed,wz_abs_error,0.25258073296397926,,,
stage-b,baseline,22,0.3,completed,height_abs_error,0.09890812417802711,,,
stage-b,baseline,22,0.3,completed,non_wheel_net_force,107.81106673439344,,,
stage-b,baseline,22,0.3,completed,planar_speed,0.021594467797888987,,,
stage-b,baseline,22,0.3,completed,vx_abs_error,0.016901516153402553,,,
stage-b,baseline,22,0.3,completed,wz_abs_error,0.01987105667521367,,,
stage-b,baseline,33,0.3,completed,height_abs_error,0.061286994355420274,,,
stage-b,baseline,33,0.3,completed,non_wheel_net_force,784.5001999855042,,,
stage-b,baseline,33,0.3,completed,planar_speed,0.180949909601671,,,
stage-b,baseline,33,0.3,completed,vx_abs_error,0.16368443416198716,,,
stage-b,baseline,33,0.3,completed,wz_abs_error,0.9510053256231671,,,
stage-b,baseline,44,0.3,completed,height_abs_error,0.09267019563975433,,,
stage-b,baseline,44,0.3,completed,non_wheel_net_force,45.10465929985046,,,
stage-b,baseline,44,0.3,completed,planar_speed,0.012946351959503015,,,
stage-b,baseline,44,0.3,completed,vx_abs_error,0.011451650730738266,,,
stage-b,baseline,44,0.3,completed,wz_abs_error,0.016369286866641537,,,
stage-b,lr3e5_head01,22,0.3,completed,height_abs_error,0.06273570334849259,,,
stage-b,lr3e5_head01,22,0.3,completed,non_wheel_net_force,779.5836880993843,,,
stage-b,lr3e5_head01,22,0.3,completed,planar_speed,0.03092290532881937,,,
stage-b,lr3e5_head01,22,0.3,completed,vx_abs_error,0.016158169898008053,,,
stage-b,lr3e5_head01,22,0.3,completed,wz_abs_error,0.04874971889463874,,,
stage-b,lr3e5_head01,33,0.3,completed,height_abs_error,0.0682029530685395,,,
stage-b,lr3e5_head01,33,0.3,completed,non_wheel_net_force,509.7573799379667,,,
stage-b,lr3e5_head01,33,0.3,completed,planar_speed,0.02468819374810361,,,
stage-b,lr3e5_head01,33,0.3,completed,vx_abs_error,0.011225103465949359,,,
stage-b,lr3e5_head01,33,0.3,completed,wz_abs_error,0.041294889804630655,,,
stage-b,lr3e5_head01,44,0.3,completed,height_abs_error,0.08638127986031274,,,
stage-b,lr3e5_head01,44,0.3,completed,non_wheel_net_force,31.12024002035459,,,
stage-b,lr3e5_head01,44,0.3,completed,planar_speed,0.016957260440412937,,,
stage-b,lr3e5_head01,44,0.3,completed,vx_abs_error,0.010439552292239114,,,
stage-b,lr3e5_head01,44,0.3,completed,wz_abs_error,0.03741554539956269,,,
stage-b,baseline,22,0.28,completed,height_abs_error,0.07912717427437505,,,
stage-b,baseline,22,0.28,completed,non_wheel_net_force,108.85044492840767,,,
stage-b,baseline,22,0.28,completed,planar_speed,0.01742383125112004,,,
stage-b,baseline,22,0.28,completed,vx_abs_error,0.01388693140210004,,,
stage-b,baseline,22,0.28,completed,wz_abs_error,0.013314411890423799,,,
stage-b,baseline,22,0.32,completed,height_abs_error,0.11882340452323358,,,
stage-b,baseline,22,0.32,completed,non_wheel_net_force,111.36922535339991,,,
stage-b,baseline,22,0.32,completed,planar_speed,0.02235572511572779,,,
stage-b,baseline,22,0.32,completed,vx_abs_error,0.0176703685921143,,,
stage-b,baseline,22,0.32,completed,wz_abs_error,0.022415697042003253,,,
stage-b,baseline,33,0.28,completed,height_abs_error,0.041321728499606254,,,
stage-b,baseline,33,0.28,completed,non_wheel_net_force,782.135417175293,,,
stage-b,baseline,33,0.28,completed,planar_speed,0.1847023592198578,,,
stage-b,baseline,33,0.28,completed,vx_abs_error,0.16783874320487183,,,
stage-b,baseline,33,0.28,completed,wz_abs_error,0.9869731113951032,,,
stage-b,baseline,33,0.32,completed,height_abs_error,0.08280497301680347,,,
stage-b,baseline,33,0.32,completed,non_wheel_net_force,721.9602901649475,,,
stage-b,baseline,33,0.32,completed,planar_speed,0.20084067188746607,,,
stage-b,baseline,33,0.32,completed,vx_abs_error,0.1762720950700653,,,
stage-b,baseline,33,0.32,completed,wz_abs_error,1.0544435452682956,,,
stage-b,baseline,44,0.28,completed,height_abs_error,0.07373964480745296,,,
stage-b,baseline,44,0.28,completed,non_wheel_net_force,47.73177328189214,,,
stage-b,baseline,44,0.28,completed,planar_speed,0.010883651847799077,,,
stage-b,baseline,44,0.28,completed,vx_abs_error,0.009482475440443068,,,
stage-b,baseline,44,0.28,completed,wz_abs_error,0.016052319430529375,,,
stage-b,baseline,44,0.32,completed,height_abs_error,0.1119338328205049,,,
stage-b,baseline,44,0.32,completed,non_wheel_net_force,44.48477430661519,,,
stage-b,baseline,44,0.32,completed,planar_speed,0.014118917173996881,,,
stage-b,baseline,44,0.32,completed,vx_abs_error,0.011372034046448789,,,
stage-b,baseline,44,0.32,completed,wz_abs_error,0.015302521493861907,,,
stage-b,lr3e5_head01,22,0.28,completed,height_abs_error,0.04301798743195832,,,
stage-b,lr3e5_head01,22,0.28,completed,non_wheel_net_force,775.443461980025,,,
stage-b,lr3e5_head01,22,0.28,completed,planar_speed,0.03087661724848052,,,
stage-b,lr3e5_head01,22,0.28,completed,vx_abs_error,0.016163023611510046,,,
stage-b,lr3e5_head01,22,0.28,completed,wz_abs_error,0.04891998497053767,,,
stage-b,lr3e5_head01,22,0.32,completed,height_abs_error,0.08272109860243897,,,
stage-b,lr3e5_head01,22,0.32,completed,non_wheel_net_force,782.4591291979949,,,
stage-b,lr3e5_head01,22,0.32,completed,planar_speed,0.0313087987989032,,,
stage-b,lr3e5_head01,22,0.32,completed,vx_abs_error,0.016557404100300724,,,
stage-b,lr3e5_head01,22,0.32,completed,wz_abs_error,0.05120372207221711,,,
stage-b,lr3e5_head01,33,0.28,completed,height_abs_error,0.04864372532193859,,,
stage-b,lr3e5_head01,33,0.28,completed,non_wheel_net_force,505.12036636988324,,,
stage-b,lr3e5_head01,33,0.28,completed,planar_speed,0.0246805317941471,,,
stage-b,lr3e5_head01,33,0.28,completed,vx_abs_error,0.011292142232596234,,,
stage-b,lr3e5_head01,33,0.28,completed,wz_abs_error,0.04108048443831649,,,
stage-b,lr3e5_head01,33,0.32,completed,height_abs_error,0.08802847406206031,,,
stage-b,lr3e5_head01,33,0.32,completed,non_wheel_net_force,519.9128382396698,,,
stage-b,lr3e5_head01,33,0.32,completed,planar_speed,0.024800207996643925,,,
stage-b,lr3e5_head01,33,0.32,completed,vx_abs_error,0.011381015571520645,,,
stage-b,lr3e5_head01,33,0.32,completed,wz_abs_error,0.04060875676147286,,,
stage-b,lr3e5_head01,44,0.28,completed,height_abs_error,0.06687457891801993,,,
stage-b,lr3e5_head01,44,0.28,completed,non_wheel_net_force,30.93331909974416,,,
stage-b,lr3e5_head01,44,0.28,completed,planar_speed,0.017143835284332453,,,
stage-b,lr3e5_head01,44,0.28,completed,vx_abs_error,0.010690476988039942,,,
stage-b,lr3e5_head01,44,0.28,completed,wz_abs_error,0.03686240416296641,,,
stage-b,lr3e5_head01,44,0.32,completed,height_abs_error,0.10612108972854913,,,
stage-b,lr3e5_head01,44,0.32,completed,non_wheel_net_force,30.821692481835683,,,
stage-b,lr3e5_head01,44,0.32,completed,planar_speed,0.017227468708697416,,,
stage-b,lr3e5_head01,44,0.32,completed,vx_abs_error,0.010729930944797465,,,
stage-b,lr3e5_head01,44,0.32,completed,wz_abs_error,0.03618779209391505,,,
stage-a,std_01,,0.3,,height_abs_error,,1,0.10705899049527944,
stage-a,std_01,,0.3,,non_wheel_net_force,,1,54.026668735345204,
stage-a,std_01,,0.3,,planar_speed,,1,0.23322395473951474,
stage-a,std_01,,0.3,,vx_abs_error,,1,0.22280327646217,
stage-a,std_01,,0.3,,wz_abs_error,,1,0.25258073296397926,
stage-b,baseline,,0.28,,height_abs_error,,3,0.06472951586047809,0.02044993276976924
stage-b,baseline,,0.28,,non_wheel_net_force,,3,312.9058784618643,407.5121384779495
stage-b,baseline,,0.28,,planar_speed,,3,0.07100328077292564,0.09852057559930379
stage-b,baseline,,0.28,,vx_abs_error,,3,0.06373605001580498,0.09018246977651634
stage-b,baseline,,0.28,,wz_abs_error,,3,0.3387799475720188,0.5613534156435316
stage-b,baseline,,0.3,,height_abs_error,,3,0.08428843805773391,0.02016253325862544
stage-b,baseline,,0.3,,non_wheel_net_force,,3,312.471975339916,409.9890328165939
stage-b,baseline,,0.3,,planar_speed,,3,0.07183024311968766,0.09459927952549636
stage-b,baseline,,0.3,,vx_abs_error,,3,0.06401253368204265,0.08636139801580484
stage-b,baseline,,0.3,,wz_abs_error,,3,0.32908188972167407,0.538604340579044
stage-b,baseline,,0.32,,height_abs_error,,3,0.10452073678684731,0.019119292524803884
stage-b,baseline,,0.32,,non_wheel_net_force,,3,292.60476327498753,373.3336427395391
stage-b,baseline,,0.32,,planar_speed,,3,0.07910510472573025,0.10550650446967409
stage-b,baseline,,0.32,,vx_abs_error,,3,0.06843816590287613,0.09344000462456142
stage-b,baseline,,0.32,,wz_abs_error,,3,0.3640539212680536,0.5979055310097
stage-b,lr3e5_head01,,0.28,,height_abs_error,,3,0.05284543055730561,0.012470965660159995
stage-b,lr3e5_head01,,0.28,,non_wheel_net_force,,3,437.1657158165508,376.8782483929965
stage-b,lr3e5_head01,,0.28,,planar_speed,,3,0.024233661442320024,0.006877288342960047
stage-b,lr3e5_head01,,0.28,,vx_abs_error,,3,0.012715214277382075,0.0030010068593726543
stage-b,lr3e5_head01,,0.28,,wz_abs_error,,3,0.04228762452394019,0.0061187583807924125
stage-b,lr3e5_head01,,0.3,,height_abs_error,,3,0.07243997875911494,0.012379120007942102
stage-b,lr3e5_head01,,0.3,,non_wheel_net_force,,3,440.15376935256853,379.0552469396518
stage-b,lr3e5_head01,,0.3,,planar_speed,,3,0.024189453172445308,0.006996167944569668
stage-b,lr3e5_head01,,0.3,,vx_abs_error,,3,0.012607608552065509,0.003099860813827838
stage-b,lr3e5_head01,,0.3,,wz_abs_error,,3,0.04248671803294403,0.005760313628481922
stage-b,lr3e5_head01,,0.32,,height_abs_error,,3,0.0922902207976828,0.012268323443097279
stage-b,lr3e5_head01,,0.32,,non_wheel_net_force,,3,444.3978866398335,381.466368117366
stage-b,lr3e5_head01,,0.32,,planar_speed,,3,0.02444549183474818,0.007047363474659601
stage-b,lr3e5_head01,,0.32,,vx_abs_error,,3,0.012889450205539612,0.0031931790003629184
stage-b,lr3e5_head01,,0.32,,wz_abs_error,,3,0.04266675697586834,0.007716609484751478
