stage,variant,train_seed,height,status,factor_changes,single_factor,metric,value,n,mean,sample_std
stage-b,baseline,44,,failed,{},False,optimizer.first_update.kl,0.0,,,
stage-b,baseline,44,,failed,{},False,optimizer.first_update.clip_fraction,0.0,,,
stage-b,baseline,44,,failed,{},False,optimizer.first_update.loss,0.011212973855435848,,,
stage-b,baseline,44,,failed,{},False,optimizer.first_update.auxiliary_loss,0.0,,,
stage-b,baseline,44,,failed,{},False,optimizer.first_update.auxiliary_coef,0.0,,,
stage-b,baseline,44,,failed,{},False,optimizer.first_update.grad_norm,1.530940294265747,,,
stage-b,baseline,44,,failed,{},False,optimizer.first_update.optimizer_steps,1,,,
stage-b,baseline,44,,failed,{},False,optimizer.first_update.planned_optimizer_steps,8,,,
stage-b,baseline,44,,failed,{},False,optimizer.first_update.sample_count,4096,,,
stage-b,baseline,44,,failed,{},False,optimizer.first_update.early_stopped,True,,,
stage-b,baseline,44,,failed,{},False,optimizer.first_update.stop_kl,0.09111514687538147,,,
stage-b,baseline,44,,failed,{},False,optimizer.first_update.initial_mean_abs,0.5141113878167591,,,
stage-b,baseline,44,,failed,{},False,optimizer.first_update.initial_std_mean,0.20000000298023224,,,
stage-b,baseline,44,,failed,{},False,optimizer.first_update.initial_std_min,0.20000000298023224,,,
stage-b,baseline,44,,failed,{},False,optimizer.first_update.initial_std_max,0.20000000298023224,,,
stage-b,baseline,44,,failed,{},False,optimizer.first_update.first_step_kl,0.09131687751361511,,,
stage-b,baseline,44,,failed,{},False,optimizer.first_update.first_step_mean_kl,0.09131681748473916,,,
stage-b,baseline,44,,failed,{},False,optimizer.first_update.first_step_std_kl,6.002887595551e-08,,,
stage-b,baseline,44,,failed,{},False,optimizer.first_update.first_step_mean_change_rms,0.03489354039145398,,,
stage-b,baseline,44,,failed,{},False,optimizer.first_update.first_step_normalized_mean_change_rms,0.17446769935749856,,,
stage-b,baseline,44,,failed,{},False,optimizer.first_update.final_kl,0.09131687751361511,,,
stage-b,baseline,44,,failed,{},False,optimizer.first_update.final_mean_kl,0.09131681748473916,,,
stage-b,baseline,44,,failed,{},False,optimizer.first_update.final_std_kl,6.002887595551e-08,,,
stage-b,baseline,44,,failed,{},False,optimizer.first_update.final_mean_change_rms,0.03489354039145398,,,
stage-b,baseline,44,,failed,{},False,optimizer.first_update.final_std_mean,0.19999999552965164,,,
stage-b,baseline,44,,failed,{},False,optimizer.last_update.actor_loss,-0.015216853469610214,,,
stage-b,baseline,44,,failed,{},False,optimizer.last_update.value_loss,0.00572067778557539,,,
stage-b,baseline,44,,failed,{},False,optimizer.last_update.entropy,-1.1345016956329346,,,
stage-b,baseline,44,,failed,{},False,optimizer.last_update.kl,0.0,,,
stage-b,baseline,44,,failed,{},False,optimizer.last_update.clip_fraction,0.0,,,
stage-b,baseline,44,,failed,{},False,optimizer.last_update.loss,-0.003823667299002409,,,
stage-b,baseline,44,,failed,{},False,optimizer.last_update.auxiliary_loss,0.0,,,
stage-b,baseline,44,,failed,{},False,optimizer.last_update.auxiliary_coef,0.0,,,
stage-b,baseline,44,,failed,{},False,optimizer.last_update.grad_norm,2.7904467582702637,,,
stage-b,baseline,44,,failed,{},False,optimizer.last_update.optimizer_steps,1,,,
stage-b,baseline,44,,failed,{},False,optimizer.last_update.planned_optimizer_steps,8,,,
stage-b,baseline,44,,failed,{},False,optimizer.last_update.sample_count,4096,,,
stage-b,baseline,44,,failed,{},False,optimizer.last_update.early_stopped,True,,,
stage-b,baseline,44,,failed,{},False,optimizer.last_update.stop_kl,0.039410680532455444,,,
stage-b,baseline,44,,failed,{},False,optimizer.last_update.initial_mean_abs,0.8371363418835737,,,
stage-b,baseline,44,,failed,{},False,optimizer.last_update.initial_std_mean,0.2002833808461825,,,
stage-b,baseline,44,,failed,{},False,optimizer.last_update.initial_std_min,0.2000981718301773,,,
stage-b,baseline,44,,failed,{},False,optimizer.last_update.initial_std_max,0.20037710666656494,,,
stage-b,baseline,44,,failed,{},False,optimizer.last_update.first_step_kl,0.03957908417467884,,,
stage-b,baseline,44,,failed,{},False,optimizer.last_update.first_step_mean_kl,0.03957908302844914,,,
stage-b,baseline,44,,failed,{},False,optimizer.last_update.first_step_std_kl,1.1462297015732624e-09,,,
stage-b,baseline,44,,failed,{},False,optimizer.last_update.first_step_mean_change_rms,0.02299710886623243,,,
stage-b,baseline,44,,failed,{},False,optimizer.last_update.first_step_normalized_mean_change_rms,0.11486096951942908,,,
stage-b,baseline,44,,failed,{},False,optimizer.last_update.final_kl,0.03957908417467884,,,
stage-b,baseline,44,,failed,{},False,optimizer.last_update.final_mean_kl,0.03957908302844914,,,
stage-b,baseline,44,,failed,{},False,optimizer.last_update.final_std_kl,1.1462297015732624e-09,,,
stage-b,baseline,44,,failed,{},False,optimizer.last_update.final_mean_change_rms,0.02299710886623243,,,
stage-b,baseline,44,,failed,{},False,optimizer.last_update.final_std_mean,0.20028458535671234,,,
stage-b,baseline,44,,failed,{},False,optimizer.update_mean.first_step_kl,0.029277118668065382,,,
stage-b,baseline,44,,failed,{},False,optimizer.update_mean.first_step_mean_kl,0.02927710987895959,,,
stage-b,baseline,44,,failed,{},False,optimizer.update_mean.first_step_std_kl,8.789105789368879e-09,,,
stage-b,baseline,44,,failed,{},False,optimizer.update_mean.final_kl,0.029668266772929375,,,
stage-b,baseline,44,,failed,{},False,optimizer.update_mean.final_mean_kl,0.029668242349079603,,,
stage-b,baseline,44,,failed,{},False,optimizer.update_mean.final_std_kl,2.442384977335675e-08,,,
stage-b,baseline,44,,failed,{},False,optimizer.update_mean.initial_mean_abs,0.5618195783805284,,,
stage-b,baseline,44,,failed,{},False,optimizer.update_mean.grad_norm,2.3828340549679363,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,nominal_full_budget_optimizer_steps,640,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.updates_observed,80,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.optimizer_steps,640,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.planned_optimizer_steps,640,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.optimizer_step_utilization,1.0,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.early_stopped_fraction,0.0,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.actor_loss,-0.0017580445273779333,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.value_loss,0.014991374220699072,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.entropy,-1.143046572804451,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.kl,0.003074231673963368,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.clip_fraction,0.028076171875,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.loss,0.018948563025332987,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.auxiliary_loss,0.0,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.auxiliary_coef,0.0,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.grad_norm,1.9059011340141296,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.optimizer_steps,8,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.planned_optimizer_steps,8,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.sample_count,32768,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.early_stopped,False,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.stop_kl,0.0,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.initial_mean_abs,0.0526077435121645,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.initial_std_mean,0.20000000298023224,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.initial_std_min,0.20000000298023224,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.initial_std_max,0.20000000298023224,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.first_step_kl,0.00033815895053248787,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.first_step_mean_kl,0.0003381535411909801,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.first_step_std_kl,5.409341507763097e-09,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.first_step_mean_change_rms,0.002123390410597424,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.first_step_normalized_mean_change_rms,0.01061695189478221,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.final_kl,0.006393740114451486,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.final_mean_kl,0.006393610662876482,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.final_std_kl,1.2945157500395097e-07,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.final_mean_change_rms,0.009232247575241073,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.final_std_mean,0.19999514520168304,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.actor_loss,-0.0010225242003798485,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.value_loss,0.003561102057574317,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.entropy,-1.1229582726955414,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.kl,0.0010327149839213234,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.clip_fraction,0.0018310546875,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.loss,0.008153369359206408,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.auxiliary_loss,0.0,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.auxiliary_coef,0.0,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.grad_norm,1.8864601701498032,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.optimizer_steps,8,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.planned_optimizer_steps,8,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.sample_count,32768,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.early_stopped,False,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.stop_kl,0.0,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.initial_mean_abs,0.3064751189152351,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.initial_std_mean,0.20066293080647785,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.initial_std_min,0.20049549639225006,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.initial_std_max,0.20091408491134644,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.first_step_kl,4.437616812520081e-05,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.first_step_mean_kl,4.4375194341417885e-05,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.first_step_std_kl,9.737837829226642e-10,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.first_step_mean_change_rms,0.0007717032777938439,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.first_step_normalized_mean_change_rms,0.0038460568675909895,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.final_kl,0.004155262753871289,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.final_mean_kl,0.004155230849948479,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.final_std_kl,3.1903922809949104e-08,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.final_mean_change_rms,0.007466648488308927,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.final_std_mean,0.20067583272854486,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.update_mean.first_step_kl,5.9479696438631934e-05,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.update_mean.first_step_mean_kl,5.947893303561646e-05,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.update_mean.first_step_std_kl,7.634030154700853e-10,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.update_mean.final_kl,0.003368049747523725,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.update_mean.final_mean_kl,0.0033680104508140144,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.update_mean.final_std_kl,3.929670971059756e-08,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.update_mean.initial_mean_abs,0.15231839184165394,,,
stage-b,lr3e5_head01,22,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.update_mean.grad_norm,1.6003208671696485,,,
stage-b,lr3e5_head01,22,0.3,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,height_abs_error,0.06273570334849259,,,
stage-b,lr3e5_head01,22,0.3,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,non_wheel_net_force,779.5836880993843,,,
stage-b,lr3e5_head01,22,0.3,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,planar_speed,0.03092290532881937,,,
stage-b,lr3e5_head01,22,0.3,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,vx_abs_error,0.016158169898008053,,,
stage-b,lr3e5_head01,22,0.3,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,wz_abs_error,0.04874971889463874,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,nominal_full_budget_optimizer_steps,640,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.updates_observed,80,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.optimizer_steps,640,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.planned_optimizer_steps,640,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.optimizer_step_utilization,1.0,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.early_stopped_fraction,0.0,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.actor_loss,-0.001107443356886506,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.value_loss,0.019231581827625632,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.entropy,-1.1431540697813034,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.kl,0.0018063955358229578,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.clip_fraction,0.00994873046875,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.loss,0.02383990923408419,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.auxiliary_loss,0.0,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.auxiliary_coef,0.0,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.grad_norm,1.7572637647390366,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.optimizer_steps,8,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.planned_optimizer_steps,8,,,
