stage,variant,train_seed,height,status,factor_changes,single_factor,metric,value,n,mean,sample_std
stage-a,init_scale_001,11,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.01}}",True,optimizer.update_mean.final_kl,0.005957512919002855,,,
stage-a,init_scale_001,11,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.01}}",True,optimizer.update_mean.final_mean_kl,0.005957284171382455,,,
stage-a,init_scale_001,11,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.01}}",True,optimizer.update_mean.final_std_kl,2.287476203985831e-07,,,
stage-a,init_scale_001,11,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.01}}",True,optimizer.update_mean.initial_mean_abs,0.05751968670710676,,,
stage-a,init_scale_001,11,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.01}}",True,optimizer.update_mean.grad_norm,1.6499780046531842,,,
stage-a,init_scale_001,11,0.3,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.01}}",True,height_abs_error,0.0776190078506867,,,
stage-a,init_scale_001,11,0.3,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.01}}",True,non_wheel_net_force,53.3088477285703,,,
stage-a,init_scale_001,11,0.3,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.01}}",True,planar_speed,0.021324787593487902,,,
stage-a,init_scale_001,11,0.3,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.01}}",True,vx_abs_error,0.018122253197677008,,,
stage-a,init_scale_001,11,0.3,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.01}}",True,wz_abs_error,0.02975391232088441,,,
stage-a,std_01,11,,failed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.1}}",True,nominal_full_budget_optimizer_steps,320,,,
stage-a,std_01,11,,failed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.1}}",True,failure.collected_transitions,16384,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,nominal_full_budget_optimizer_steps,320,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.updates_observed,40,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.optimizer_steps,129,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.planned_optimizer_steps,320,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.optimizer_step_utilization,0.403125,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.early_stopped_fraction,0.8,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.first_update.actor_loss,-0.0047673424705863,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.first_update.value_loss,0.021883197128772736,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.first_update.entropy,3.0158867835998535,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.first_update.kl,0.0,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.first_update.clip_fraction,0.0,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.first_update.loss,0.0020364196971058846,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.first_update.auxiliary_loss,0.0,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.first_update.auxiliary_coef,0.0,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.first_update.grad_norm,1.12519371509552,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.first_update.optimizer_steps,1,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.first_update.planned_optimizer_steps,8,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.first_update.sample_count,4096,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.first_update.early_stopped,True,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.first_update.stop_kl,0.038117021322250366,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.first_update.initial_mean_abs,0.40420675638655484,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.first_update.initial_std_mean,0.4000000059604645,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.first_update.initial_std_min,0.4000000059604645,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.first_update.initial_std_max,0.4000000059604645,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.first_update.first_step_kl,0.03821055026339527,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.first_update.first_step_mean_kl,0.03821049028257674,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.first_update.first_step_std_kl,5.998081852875178e-08,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.first_update.first_step_mean_change_rms,0.0451450375787195,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.first_update.first_step_normalized_mean_change_rms,0.11286259226501508,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.first_update.final_kl,0.03821055026339527,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.first_update.final_mean_kl,0.03821049028257674,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.first_update.final_std_kl,5.998081852875178e-08,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.first_update.final_mean_change_rms,0.0451450375787195,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.first_update.final_std_mean,0.4000133375326792,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.last_update.actor_loss,-0.006558034452609718,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.last_update.value_loss,0.005182355409488082,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.last_update.entropy,3.018289566040039,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.last_update.kl,0.002389146015048027,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.last_update.clip_fraction,0.020263671875,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.last_update.loss,-0.01646712701767683,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.last_update.auxiliary_loss,0.0,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.last_update.auxiliary_coef,0.0,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.last_update.grad_norm,1.304508924484253,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.last_update.optimizer_steps,2,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.last_update.planned_optimizer_steps,8,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.last_update.sample_count,8192,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.last_update.early_stopped,True,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.last_update.stop_kl,0.015509460121393204,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.last_update.initial_mean_abs,0.7048091806533728,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.last_update.initial_std_mean,0.400160809357961,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.last_update.initial_std_min,0.3991755545139313,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.last_update.initial_std_max,0.40084949135780334,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.last_update.first_step_kl,0.00477941897189443,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.last_update.first_step_mean_kl,0.004779413797338317,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.last_update.first_step_std_kl,5.17455611374805e-09,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.last_update.first_step_mean_change_rms,0.015953182862381593,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.last_update.first_step_normalized_mean_change_rms,0.03991397318378434,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.last_update.final_kl,0.015498517038578104,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.last_update.final_mean_kl,0.015498494721654415,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.last_update.final_std_kl,2.2316923688886244e-08,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.last_update.final_mean_change_rms,0.02873448745802546,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.last_update.final_std_mean,0.4001561452945073,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.update_mean.first_step_kl,0.005667574998264444,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.update_mean.first_step_mean_kl,0.005667565811583868,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.update_mean.first_step_std_kl,9.186680575698328e-09,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.update_mean.final_kl,0.013180549990236877,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.update_mean.final_mean_kl,0.01318046974478471,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.update_mean.final_std_kl,8.024545216732207e-08,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.update_mean.initial_mean_abs,0.46623382539945935,,,
stage-a,std_04,11,,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,optimizer.update_mean.grad_norm,1.572300246420006,,,
stage-a,std_04,11,0.3,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,height_abs_error,0.12560019076491397,,,
stage-a,std_04,11,0.3,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,non_wheel_net_force,91.31445865313212,,,
stage-a,std_04,11,0.3,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,planar_speed,0.021028871493311573,,,
stage-a,std_04,11,0.3,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,vx_abs_error,0.01099807153789167,,,
stage-a,std_04,11,0.3,completed,"{""model.initial_std"": {""base"": 0.2, ""value"": 0.4}}",True,wz_abs_error,0.05056646010964262,,,
stage-b,baseline,22,,completed,{},False,nominal_full_budget_optimizer_steps,640,,,
stage-b,baseline,22,,completed,{},False,optimizer.updates_observed,80,,,
stage-b,baseline,22,,completed,{},False,optimizer.optimizer_steps,92,,,
stage-b,baseline,22,,completed,{},False,optimizer.planned_optimizer_steps,640,,,
stage-b,baseline,22,,completed,{},False,optimizer.optimizer_step_utilization,0.14375,,,
stage-b,baseline,22,,completed,{},False,optimizer.early_stopped_fraction,1.0,,,
stage-b,baseline,22,,completed,{},False,optimizer.first_update.actor_loss,0.009765847586095333,,,
stage-b,baseline,22,,completed,{},False,optimizer.first_update.value_loss,0.010457458905875683,,,
stage-b,baseline,22,,completed,{},False,optimizer.first_update.entropy,-1.1429965496063232,,,
stage-b,baseline,22,,completed,{},False,optimizer.first_update.kl,0.0,,,
stage-b,baseline,22,,completed,{},False,optimizer.first_update.clip_fraction,0.0,,,
stage-b,baseline,22,,completed,{},False,optimizer.first_update.loss,0.025938289240002632,,,
stage-b,baseline,22,,completed,{},False,optimizer.first_update.auxiliary_loss,0.0,,,
stage-b,baseline,22,,completed,{},False,optimizer.first_update.auxiliary_coef,0.0,,,
stage-b,baseline,22,,completed,{},False,optimizer.first_update.grad_norm,1.7726689577102661,,,
stage-b,baseline,22,,completed,{},False,optimizer.first_update.optimizer_steps,1,,,
stage-b,baseline,22,,completed,{},False,optimizer.first_update.planned_optimizer_steps,8,,,
stage-b,baseline,22,,completed,{},False,optimizer.first_update.sample_count,4096,,,
stage-b,baseline,22,,completed,{},False,optimizer.first_update.early_stopped,True,,,
stage-b,baseline,22,,completed,{},False,optimizer.first_update.stop_kl,0.08976577967405319,,,
stage-b,baseline,22,,completed,{},False,optimizer.first_update.initial_mean_abs,0.5161109620149773,,,
stage-b,baseline,22,,completed,{},False,optimizer.first_update.initial_std_mean,0.20000000298023224,,,
stage-b,baseline,22,,completed,{},False,optimizer.first_update.initial_std_min,0.20000000298023224,,,
stage-b,baseline,22,,completed,{},False,optimizer.first_update.initial_std_max,0.20000000298023224,,,
stage-b,baseline,22,,completed,{},False,optimizer.first_update.first_step_kl,0.08981883608197253,,,
stage-b,baseline,22,,completed,{},False,optimizer.first_update.first_step_mean_kl,0.08981877605309657,,,
stage-b,baseline,22,,completed,{},False,optimizer.first_update.first_step_std_kl,6.002887595551e-08,,,
stage-b,baseline,22,,completed,{},False,optimizer.first_update.first_step_mean_change_rms,0.03460641806896185,,,
stage-b,baseline,22,,completed,{},False,optimizer.first_update.first_step_normalized_mean_change_rms,0.17303208776643023,,,
stage-b,baseline,22,,completed,{},False,optimizer.first_update.final_kl,0.08981883608197253,,,
stage-b,baseline,22,,completed,{},False,optimizer.first_update.final_mean_kl,0.08981877605309657,,,
stage-b,baseline,22,,completed,{},False,optimizer.first_update.final_std_kl,6.002887595551e-08,,,
stage-b,baseline,22,,completed,{},False,optimizer.first_update.final_mean_change_rms,0.03460641806896185,,,
stage-b,baseline,22,,completed,{},False,optimizer.first_update.final_std_mean,0.19999999552965164,,,
stage-b,baseline,22,,completed,{},False,optimizer.last_update.actor_loss,-0.01256442628800869,,,
stage-b,baseline,22,,completed,{},False,optimizer.last_update.value_loss,0.005910963751375675,,,
stage-b,baseline,22,,completed,{},False,optimizer.last_update.entropy,-1.134211778640747,,,
stage-b,baseline,22,,completed,{},False,optimizer.last_update.kl,0.0,,,
stage-b,baseline,22,,completed,{},False,optimizer.last_update.clip_fraction,0.0,,,
stage-b,baseline,22,,completed,{},False,optimizer.last_update.loss,-0.0009824037551879883,,,
stage-b,baseline,22,,completed,{},False,optimizer.last_update.auxiliary_loss,0.0,,,
stage-b,baseline,22,,completed,{},False,optimizer.last_update.auxiliary_coef,0.0,,,
stage-b,baseline,22,,completed,{},False,optimizer.last_update.grad_norm,2.00864577293396,,,
stage-b,baseline,22,,completed,{},False,optimizer.last_update.optimizer_steps,1,,,
stage-b,baseline,22,,completed,{},False,optimizer.last_update.planned_optimizer_steps,8,,,
stage-b,baseline,22,,completed,{},False,optimizer.last_update.sample_count,4096,,,
stage-b,baseline,22,,completed,{},False,optimizer.last_update.early_stopped,True,,,
stage-b,baseline,22,,completed,{},False,optimizer.last_update.stop_kl,0.023151865229010582,,,
stage-b,baseline,22,,completed,{},False,optimizer.last_update.initial_mean_abs,0.9207854834610695,,,
stage-b,baseline,22,,completed,{},False,optimizer.last_update.initial_std_mean,0.20029311875502268,,,
stage-b,baseline,22,,completed,{},False,optimizer.last_update.initial_std_min,0.20006617903709412,,,
stage-b,baseline,22,,completed,{},False,optimizer.last_update.initial_std_max,0.2005515992641449,,,
stage-b,baseline,22,,completed,{},False,optimizer.last_update.first_step_kl,0.023176911302731088,,,
stage-b,baseline,22,,completed,{},False,optimizer.last_update.first_step_mean_kl,0.02317690724969857,,,
stage-b,baseline,22,,completed,{},False,optimizer.last_update.first_step_std_kl,4.05303251862173e-09,,,
stage-b,baseline,22,,completed,{},False,optimizer.last_update.first_step_mean_change_rms,0.01759762721267751,,,
stage-b,baseline,22,,completed,{},False,optimizer.last_update.first_step_normalized_mean_change_rms,0.08789656247996418,,,
stage-b,baseline,22,,completed,{},False,optimizer.last_update.final_kl,0.023176911302731088,,,
stage-b,baseline,22,,completed,{},False,optimizer.last_update.final_mean_kl,0.02317690724969857,,,
stage-b,baseline,22,,completed,{},False,optimizer.last_update.final_std_kl,4.05303251862173e-09,,,
stage-b,baseline,22,,completed,{},False,optimizer.last_update.final_mean_change_rms,0.01759762721267751,,,
stage-b,baseline,22,,completed,{},False,optimizer.last_update.final_std_mean,0.2002975692351659,,,
stage-b,baseline,22,,completed,{},False,optimizer.update_mean.first_step_kl,0.01867112963140707,,,
stage-b,baseline,22,,completed,{},False,optimizer.update_mean.first_step_mean_kl,0.018671123835181207,,,
stage-b,baseline,22,,completed,{},False,optimizer.update_mean.first_step_std_kl,5.796225865304135e-09,,,
stage-b,baseline,22,,completed,{},False,optimizer.update_mean.final_kl,0.01990703104423135,,,
stage-b,baseline,22,,completed,{},False,optimizer.update_mean.final_mean_kl,0.01990702426092633,,,
stage-b,baseline,22,,completed,{},False,optimizer.update_mean.final_std_kl,6.7833050199805476e-09,,,
stage-b,baseline,22,,completed,{},False,optimizer.update_mean.initial_mean_abs,0.664861514832052,,,
stage-b,baseline,22,,completed,{},False,optimizer.update_mean.grad_norm,2.2523426309227945,,,
stage-b,baseline,22,0.3,completed,{},False,height_abs_error,0.09890812417802711,,,
stage-b,baseline,22,0.3,completed,{},False,non_wheel_net_force,107.81106673439344,,,
stage-b,baseline,22,0.3,completed,{},False,planar_speed,0.021594467797888987,,,
stage-b,baseline,22,0.3,completed,{},False,vx_abs_error,0.016901516153402553,,,
stage-b,baseline,22,0.3,completed,{},False,wz_abs_error,0.01987105667521367,,,
stage-b,baseline,33,,completed,{},False,nominal_full_budget_optimizer_steps,640,,,
stage-b,baseline,33,,completed,{},False,optimizer.updates_observed,80,,,
stage-b,baseline,33,,completed,{},False,optimizer.optimizer_steps,102,,,
stage-b,baseline,33,,completed,{},False,optimizer.planned_optimizer_steps,640,,,
stage-b,baseline,33,,completed,{},False,optimizer.optimizer_step_utilization,0.159375,,,
stage-b,baseline,33,,completed,{},False,optimizer.early_stopped_fraction,0.9875,,,
stage-b,baseline,33,,completed,{},False,optimizer.first_update.actor_loss,0.04225626215338707,,,
stage-b,baseline,33,,completed,{},False,optimizer.first_update.value_loss,0.0120488116517663,,,
stage-b,baseline,33,,completed,{},False,optimizer.first_update.entropy,-1.1429965496063232,,,
stage-b,baseline,33,,completed,{},False,optimizer.first_update.kl,0.0,,,
stage-b,baseline,33,,completed,{},False,optimizer.first_update.clip_fraction,0.0,,,
stage-b,baseline,33,,completed,{},False,optimizer.first_update.loss,0.06002005562186241,,,
stage-b,baseline,33,,completed,{},False,optimizer.first_update.auxiliary_loss,0.0,,,
stage-b,baseline,33,,completed,{},False,optimizer.first_update.auxiliary_coef,0.0,,,
stage-b,baseline,33,,completed,{},False,optimizer.first_update.grad_norm,1.548914909362793,,,
stage-b,baseline,33,,completed,{},False,optimizer.first_update.optimizer_steps,1,,,
stage-b,baseline,33,,completed,{},False,optimizer.first_update.planned_optimizer_steps,8,,,
stage-b,baseline,33,,completed,{},False,optimizer.first_update.sample_count,4096,,,
stage-b,baseline,33,,completed,{},False,optimizer.first_update.early_stopped,True,,,
stage-b,baseline,33,,completed,{},False,optimizer.first_update.stop_kl,0.08657015860080719,,,
stage-b,baseline,33,,completed,{},False,optimizer.first_update.initial_mean_abs,0.442314147569301,,,
stage-b,baseline,33,,completed,{},False,optimizer.first_update.initial_std_mean,0.20000000298023224,,,
stage-b,baseline,33,,completed,{},False,optimizer.first_update.initial_std_min,0.20000000298023224,,,
stage-b,baseline,33,,completed,{},False,optimizer.first_update.initial_std_max,0.20000000298023224,,,
stage-b,baseline,33,,completed,{},False,optimizer.first_update.first_step_kl,0.08595781459038807,,,
stage-b,baseline,33,,completed,{},False,optimizer.first_update.first_step_mean_kl,0.08595775456151211,,,
stage-b,baseline,33,,completed,{},False,optimizer.first_update.first_step_std_kl,6.002887595551e-08,,,
stage-b,baseline,33,,completed,{},False,optimizer.first_update.first_step_mean_change_rms,0.033854415476198906,,,
stage-b,baseline,33,,completed,{},False,optimizer.first_update.first_step_normalized_mean_change_rms,0.16927207485864404,,,
stage-b,baseline,33,,completed,{},False,optimizer.first_update.final_kl,0.08595781459038807,,,
stage-b,baseline,33,,completed,{},False,optimizer.first_update.final_mean_kl,0.08595775456151211,,,
stage-b,baseline,33,,completed,{},False,optimizer.first_update.final_std_kl,6.002887595551e-08,,,
stage-b,baseline,33,,completed,{},False,optimizer.first_update.final_mean_change_rms,0.033854415476198906,,,
stage-b,baseline,33,,completed,{},False,optimizer.first_update.final_std_mean,0.19999999552965164,,,
stage-b,baseline,33,,completed,{},False,optimizer.last_update.actor_loss,0.0009243131207767874,,,
stage-b,baseline,33,,completed,{},False,optimizer.last_update.value_loss,0.0037343666481319815,,,
stage-b,baseline,33,,completed,{},False,optimizer.last_update.entropy,-1.1335468143224716,,,
stage-b,baseline,33,,completed,{},False,optimizer.last_update.kl,0.0054943647410254925,,,
stage-b,baseline,33,,completed,{},False,optimizer.last_update.clip_fraction,0.066986083984375,,,
stage-b,baseline,33,,completed,{},False,optimizer.last_update.loss,0.010326413612347096,,,
stage-b,baseline,33,,completed,{},False,optimizer.last_update.auxiliary_loss,0.0,,,
stage-b,baseline,33,,completed,{},False,optimizer.last_update.auxiliary_coef,0.0,,,
stage-b,baseline,33,,completed,{},False,optimizer.last_update.grad_norm,3.47375950217247,,,
stage-b,baseline,33,,completed,{},False,optimizer.last_update.optimizer_steps,8,,,
stage-b,baseline,33,,completed,{},False,optimizer.last_update.planned_optimizer_steps,8,,,
stage-b,baseline,33,,completed,{},False,optimizer.last_update.sample_count,32768,,,
stage-b,baseline,33,,completed,{},False,optimizer.last_update.early_stopped,False,,,
stage-b,baseline,33,,completed,{},False,optimizer.last_update.stop_kl,0.0,,,
stage-b,baseline,33,,completed,{},False,optimizer.last_update.initial_mean_abs,1.3037988537486171,,,
stage-b,baseline,33,,completed,{},False,optimizer.last_update.initial_std_mean,0.20030250151952106,,,
stage-b,baseline,33,,completed,{},False,optimizer.last_update.initial_std_min,0.20010507106781006,,,
stage-b,baseline,33,,completed,{},False,optimizer.last_update.initial_std_max,0.2003980278968811,,,
stage-b,baseline,33,,completed,{},False,optimizer.last_update.first_step_kl,0.0026950853416151843,,,
stage-b,baseline,33,,completed,{},False,optimizer.last_update.first_step_mean_kl,0.002695081292955026,,,
stage-b,baseline,33,,completed,{},False,optimizer.last_update.first_step_std_kl,4.048660158456673e-09,,,
stage-b,baseline,33,,completed,{},False,optimizer.last_update.first_step_mean_change_rms,0.006005189874603451,,,
stage-b,baseline,33,,completed,{},False,optimizer.last_update.first_step_normalized_mean_change_rms,0.029972950570116827,,,
stage-b,baseline,33,,completed,{},False,optimizer.last_update.final_kl,0.005848248888068249,,,
stage-b,baseline,33,,completed,{},False,optimizer.last_update.final_mean_kl,0.0058479879427536085,,,
stage-b,baseline,33,,completed,{},False,optimizer.last_update.final_std_kl,2.6094531463971164e-07,,,
stage-b,baseline,33,,completed,{},False,optimizer.last_update.final_mean_change_rms,0.00884520311920472,,,
stage-b,baseline,33,,completed,{},False,optimizer.last_update.final_std_mean,0.2003361831108729,,,
stage-b,baseline,33,,completed,{},False,optimizer.update_mean.first_step_kl,0.030700501440463927,,,
stage-b,baseline,33,,completed,{},False,optimizer.update_mean.first_step_mean_kl,0.0307004951798992,,,
stage-b,baseline,33,,completed,{},False,optimizer.update_mean.first_step_std_kl,6.260564728312122e-09,,,
stage-b,baseline,33,,completed,{},False,optimizer.update_mean.final_kl,0.03133239800791916,,,
stage-b,baseline,33,,completed,{},False,optimizer.update_mean.final_mean_kl,0.03133238222206227,,,
stage-b,baseline,33,,completed,{},False,optimizer.update_mean.final_std_kl,1.5785856886691318e-08,,,
stage-b,baseline,33,,completed,{},False,optimizer.update_mean.initial_mean_abs,0.8095422355386883,,,
stage-b,baseline,33,,completed,{},False,optimizer.update_mean.grad_norm,2.434928478176395,,,
stage-b,baseline,33,0.3,completed,{},False,height_abs_error,0.061286994355420274,,,
stage-b,baseline,33,0.3,completed,{},False,non_wheel_net_force,784.5001999855042,,,
stage-b,baseline,33,0.3,completed,{},False,planar_speed,0.180949909601671,,,
stage-b,baseline,33,0.3,completed,{},False,vx_abs_error,0.16368443416198716,,,
stage-b,baseline,33,0.3,completed,{},False,wz_abs_error,0.9510053256231671,,,
stage-b,baseline,44,,failed,{},False,nominal_full_budget_optimizer_steps,640,,,
stage-b,baseline,44,,failed,{},False,failure.collected_transitions,851968,,,
stage-b,baseline,44,,failed,{},False,optimizer.updates_observed,51,,,
stage-b,baseline,44,,failed,{},False,optimizer.optimizer_steps,67,,,
stage-b,baseline,44,,failed,{},False,optimizer.planned_optimizer_steps,408,,,
stage-b,baseline,44,,failed,{},False,optimizer.optimizer_step_utilization,0.1642156862745098,,,
stage-b,baseline,44,,failed,{},False,optimizer.early_stopped_fraction,0.9607843137254902,,,
stage-b,baseline,44,,failed,{},False,optimizer.first_update.actor_loss,-0.006827354431152344,,,
stage-b,baseline,44,,failed,{},False,optimizer.first_update.value_loss,0.012325345538556576,,,
stage-b,baseline,44,,failed,{},False,optimizer.first_update.entropy,-1.1429965496063232,,,
